framenr,kanji,keyword,public,last_edited,story
1361,紳,"sire",0,2012-07-22 02:26:25,"*Spiderman* married a *monkey* and sired a brood of spider-*monkeys*."
1362,約,"promise",0,2016-10-28 09:06:00,"Anytime *Spiderman* breaks a promise, Aunt Mae hits him with her *ladle* (*{勺}*)."
1363,細,"dainty",0,2021-08-18 08:59:43,"Dainty women would always rather work with *thread* *{糸}* than in a *rice field* *{田}*."
1364,累,"accumulate",0,2024-12-14 13:41:38,"The *threads* (*{糸}*) under the *rice paddy* (*{田}*) are a drainage system preventing water from #accumulating#."
1365,索,"cord",0,2012-07-22 02:27:42,"A coaxial cord has a *needle*-like pin, a *crown* cap for screwing it in, and insulation made of *thread*."
1366,総,"general",0,2012-07-22 02:27:58,"*Spiderman* could not achieve general acceptance by the media even after winning the *public*'s *heart*."
1367,綿,"cotton",0,2012-07-22 02:28:17,"Cotton is the preferred *thread* for making *white* *towels*."
1368,絹,"silk",0,2024-04-29 18:37:10,"Don't confuse with {蚕}. Silk is the *thread* (*{糸}*) (not the insect) that makes you open your *mouth* (*{口}*) saying ""aaahh"" as it glides lightly across your *flesh* (*{月}*)."
1369,繰,"winding",0,2012-07-22 10:52:04,"Winding *thread* around the *furniture* will stop anyone from moving it around."
1370,継,"inherit",0,2020-11-23 05:21:13,"*Spider-Man* (*{糸}*) is *hooked* (*{乚}*) on *rice* (*{米}*) -- it's all he inherited from his Uncle Ben."
1371,緑,"green",0,2012-07-22 02:30:42,"*Spiderman's* nemesis the Green Goblin is in a slump; He's  replaced his glider with a *broom* and is throwing *grains of rice* instead of bombs."
1372,縁,"affinity",0,2012-07-22 02:31:16,"There is an affinity between the THREADS of a BROOM and a SOW's hair."
1373,網,"netting",0,2012-07-22 02:31:39,"*Spiderman* traps The Rhino under the *hood* of his famous netting, where even Rhino's *horns* can not break free, in fact if the netting did not dissappear after a few hours then Rhino might even *perish* in there."
1374,緊,"tense",0,2012-07-22 02:32:00,"You'd be tense too if you were a *slave* and your owner removed the *threads* covering your *crotch*."
1375,紫,"purple",0,2012-07-22 02:32:32,"*Stop* *spooning* *spiderpig*. He's turning #purple#!"
1376,縛,"truss",0,2012-07-22 02:32:54,"Because people are so afraid of the procedure, *string* has to be used by the *acunpunturist* to truss up his victims, er, patients."
1377,縄,"straw rope",0,2012-07-22 02:33:05,"The tortoise has escaped! We tied it up with a straw rope, but all that's left of the rope are some torn *threads*, and the *unbound tortoise* is nowhere to be found. (Note that the right half here is not ""eels"". This is (in my opinion) a mistake in the RTK book, as we already decided in {537} to refer to the simplified form of dragon as ""eels"". It is much better to call the right half of this character an ""unbound tortoise"".)"
1378,幼,"infancy",0,2020-12-21 17:03:17,"In its infancy, a butterfly is protected by a *cocoon* (*{幺}*), as it doesn't yet have any *power* (*{力}*) of its own."
1379,後,"behind",0,2012-07-22 11:01:46,"after a grub *goes* through the *cocoon* stage, it leaves its *walking legs* behind for a life of flight."
1380,幽,"faint",0,2012-07-22 11:02:08,"The villagers haven't the #faint#est idea that giant *coccoons* nestling in the *mountain* are soon to hatch."
1381,幾,"how many",0,2012-07-22 11:02:26,"At the Mexican *fiesta*, there is a *coccoon* eating competition.  How many *coccoons* can one *person* eat?  No one has managed more than two before giving up..."
1382,機,"mechanism",0,2021-05-19 07:40:31,"An abacus is a mechanism made of *wood* (*{木}*) used to calculate *{幾}* 'anythings'."
1383,玄,"mysterious",0,2012-07-22 11:03:28,"What could be more mysterious than a *cocoon* in a *top hat* trying to sneak in...? (Pimitive: *GANDALF*)."
1384,畜,"livestock",0,2012-07-26 13:07:09,"This *{1383}* *rice field* grows not only rice, but livestock too! Picture little pigs and chickens growing right out of the ground, among the rice plants. How bizarre!"
1385,蓄,"amass",0,2015-12-20 17:38:59,"One sneaky farmer wanted to amass a large collection of *livestock* (*{畜}*).  We all know that cows like to eat *flowers*, so he planted lines of flowers leading to his own fields.  The livestock followed the lines, eating the flowers one by one, and amassed in his field."
1386,弦,"bowstring",0,2013-08-17 09:00:53,"A magic *bow* that only *Gandalf* can wield: there is no bowstring on it, and he uses his magic to fire arrows."
1387,擁,"hug",0,2017-09-11 04:51:11,"A *mysterious* (*{玄}*) *turkey* with human *finger*s wants to hug me... I will never go to Tokyo Disneyland again!"
1388,滋,"nourishing",0,2013-09-13 01:27:18,"Water is *doubly {1383}*.  It's in all our nourishment...and yet, it's really not nourishing at all."
1389,慈,"mercy",0,2013-09-13 01:27:49,"Mercy comes from the *doubly {1383}* *{595}* of God."
1390,磁,"magnet",0,2012-07-22 11:06:07,"A magnet is a *rock* with two sides; one that *mysteriously* pushes and one that pulls; doubly mysterious."
1391,系,"lineage",0,2012-07-22 11:06:26,"(Primitive: *DNA*, a drop of looong spiraled thread that is the key to your #lineage#)."
1392,係,"person in charge",0,2012-07-22 11:06:41,"*Mr. T* gets a *DNA* test, and discovers that he was meant to be the person in charge after all."
1393,孫,"grandchild",0,2012-07-22 11:06:53,"Your #grandchild# is the child of your *DNA*."
1394,懸,"suspend",0,2012-08-23 15:54:34,"The *{513}* has #suspend#ed all *DNA* research for *{595}* disease because of corruption. All involved will be #suspend#ed by their wrists."
1395,却,"instead",0,2012-07-22 11:07:32,"[instead; on the contrary; rather]

*Gone* is the time for *stamps* - use e-mail #instead#."
1396,脚,"shins",0,2017-08-22 05:58:33,"shins are the *part of the body* that Japanese traditionally sit on *instead* (*{却}*) of their backsides."
1397,卸,"wholesale",0,2012-07-22 11:08:07,"Selling WHOLESALE HORSES over the internet had to be STOPPED because the cost of STAMPS was too much"
1398,御,"honorable",0,2012-11-30 15:40:31,"an #honourable# man will not try to cut in front of the *line* at the *{1397}* stamp store. (Imagine just how much honour it takes facing those long lines at the post office!)"
1399,服,"clothing",0,2012-07-28 16:36:05,"It's customary to cover the *flesh* with clothing, but some designs are so outrageous they're no bigger than a *stamp* that just covers your *crotch*."
1400,命,"fate",0,2012-07-22 11:09:03,"When you're born, your fate is measured, *fitted*, and *stamped* onto your soul. Good luck defying it."
1401,令,"orders",0,2012-07-22 14:27:09,"(re: dingomick) ""These are your orders,"" declares the general while passing out documents at the *meeting*. As everyone started to leave, the general exclaims ""Oh wait! I need to certify these orders!"" and went around stamping each paper with his personal *chop-seal*."
1402,零,"zero",0,2024-09-08 02:42:45,"Zero is the number of people who can give *orders* (*{令}*) to the *rain* (*{雨}*)."
1403,齢,"age",0,2021-03-15 06:06:27,"You know you are fast approaching a ripe old age when new *teeth* (*{歯}*) are what the dentist *orders* (*{令}*)."
1404,冷,"cool",0,2012-07-22 14:29:38,"To keep your water cool, *ice* is what you should *order*."
1405,領,"jurisdiction",0,2017-09-22 05:25:42,"*order* (*{令}*) are given by the *head* person in any jurisdiction."
1406,鈴,"small bell",0,2020-11-29 18:13:23,"Some restaurants have a small *gold* (*{金}*) bell to call someone to take customers' *orders* (*{令}*)."
1407,勇,"courage",0,2012-07-22 15:21:55,"The initiation rite in question is actually a reverse elbow chop to the *brain*, and you receive the *chop seal* if you have the *power* to withstand it. This initial imagery helps me with the altered *chop seal* and vertical placement."
1408,通,"traffic",0,2012-07-22 14:32:51,"I bounce down the *road* on my *pogo stick*, easily getting through the dense traffic.  (Note: New primitive: chop-seal + utilize = pogo stick. Because a *chop-seal* is long and thin with a rubbery bit at the end. If it were big enough, you could *utilize* it as a *pogo stick*). [Edit: *pogo stick* also appears in 1409, 1690, 2530]"
1409,踊,"jump",0,2012-07-22 14:33:04,"The winner of the long jump competition was disqualified when they found he used a *pogo stick* tied to his *leg* to jump further."
1410,疑,"doubt",0,2012-07-25 16:48:40,"You come at the zoo entrance.  `Here sir, a spoon to feed the animals.`  cool `and a dart(gun) in case stuff go wrong` ....` please chop-seal (sign) here for in case of accidents the zoo is not responsible.`  `lion feeding time is. bla bla`    You are having serious doubts about if you still want to go into this zoo."
1411,擬,"mimic",0,2016-06-30 04:13:04,"I *doubt* *({疑})* that using my *fingers* to mimic rock stars on Guitar Hero will actually make me a good guitarist"
1412,凝,"congeal",0,2015-01-17 12:48:52,"I *doubt* (*{疑}*) that the jelly would congeal sitting on the counter,  so I put it in the *ice*box."
1413,範,"pattern",0,2020-10-14 17:05:10,"this pattern made of *bamboo* (*{竹}*) (⺮) is for a new model of *car* (*{車}*) designed to leave as small an ecological *fingerprint* (㔾) as possible."
1414,犯,"crime",0,2012-07-22 14:35:12,"Crimes can often be solved using *a pack of dogs* and *fingerprints*."
1415,厄,"unlucky",0,2024-11-14 11:29:03,"Seeing some *finger prints* (㔾) at the edge of a cliff, I wondered who that unlucky person was."
1416,危,"dangerous",0,2022-05-19 03:21:36,"You're *bound up* by ropes to an *unlucky* (*{厄}*) person. It's dangerous, because whatever happens to him will happen to you too."
1417,宛,"address",0,2012-07-22 14:35:56,"Your address should be displayed on your *house* and *mailbox*."
1418,腕,"arm",0,2021-12-08 16:26:53,"Like in Memento, on the *flesh* (*{月}*)  of my #arm# I tattoo my *address* (*{宛}*), so I don't forget it."
1419,苑,"garden",0,2012-07-22 14:36:19,"Japanese ""#gardens#"" aren't anything more than a pot of *flowers* on top of the *mailbox*."
1420,怨,"grudge",0,2014-01-03 02:15:17,"I couldn't drop my #grudge# against him. So I put a severed  *{595}* in his *mailbox*. He got the message."
1421,柳,"willow",0,2012-07-22 14:37:26,"Having decided to use SIGN OF THE HARE rather than RECEIPT and STAMP my mnemonic goes as follows:
The WILLOW is the TREE that droops likes a HARE's ears."
1422,卵,"egg",0,2012-07-22 14:37:38,"The *Easter Bunny* dropped an #egg# on my desk and got yolk all over my *receipts* and *stamps*."
1423,留,"detain",0,2012-07-22 14:37:58,"Got a *receipt* for that *dagger*, son? If not, we're going to #detain# you and send you to work in the *rice fields*."
1424,貿,"trade",0,2021-03-15 06:10:26,"There's a buyback program where you can trade in your *sword* (*{刀}*) for *money* (*{貝}*). But it's quite ineffective, since only registered dagger-owners with the *original receipts* can participate, and not criminals with illegally-purchased daggers."
1425,印,"stamp",0,2012-07-22 14:38:35,"before sticky backs, they had to staple stamps to letters"
1426,興,"entertain",0,2012-07-22 14:39:01,"To me, this looks like a pictograph of a road leading to the big city (see the buildings?) where there are plenty of places to be entertained.  Unfortunately in this city, every store is the *same: staples*.  What *tools*!"
1427,酉,"sign of the bird",0,2012-07-22 14:39:12,"The sign of the bird on this whiskey bottle is of course the Famous Grouse blended Scotch."
1428,酒,"sake",0,2012-07-22 14:39:22,"Sake is just watered down whisky"
1429,酌,"bartending",0,2013-05-05 03:30:16,"At the local pub, their bartending practices are unusual. They serve the *whiskey* by pouring it from a *ladle*, like one would from the punch bowl."
1430,酵,"fermentation",0,2013-11-21 15:27:51,"The secrets of *whiskey* fermentation are passed to the son who displays the most *{1253}*."
1431,酷,"cruel",0,2022-09-14 05:56:01,"Offering *whiskey* (*{酉}*) to people to encourage them to make a *revelation* (*{告}*) is cruel."
1432,酬,"repay",0,2016-11-14 17:26:34,"Imagine a different kind of tax refund - instead of money, *whiskey* (*{酉}*) is what the *state* (*{州}*) uses to repay you."
1433,酪,"dairy products",0,2012-07-22 15:30:54,"To stay healthy, Dr. Phil told me to have some dairy products with each bottle of *whiskey* I drink..."
1434,酢,"vinegar",0,2012-07-22 14:41:26,"Drinking alcohol that's turned to vinegar feels like a saw going down your throat."
1435,酔,"drunk",0,2012-07-22 14:41:38,"God you're #drunk#! How many *whiskeys* did you have? *9*? *10*?"
1436,配,"distribute",0,2024-05-05 15:13:50,"To DISTRIBUTE *whiskey* (*{酉}*) during Prohibition you had to be as sneaky as a *snake* (*{己}*)."
1437,酸,"acid",0,2012-07-22 14:48:34,"The *prostitute* carries an old *whiskey bottle* filled with #acid# to throw at any difficult Johns."
1438,猶,"waver",0,2012-07-22 15:25:36,"The waver for this kanji means to hesitate.   I wavered before going into the bar with a bunch of *wild dogs* drinking *Devil's whiskey* straight out of the bottle."
1439,尊,"revered",0,2012-07-22 14:49:59,"I drank the *Devil Whiskey* and was #revered# by all. Too bad it tasted like *glue*."
1440,豆,"beans",0,2012-07-22 14:50:11,"If I eat BEANS, after *ONE* *MOUTHful* I fart like some kind of *HORNED ANIMAL*."
1441,頭,"head",0,2012-07-22 14:50:54,"*Mr. Bean* has a funny #*head*#."
1442,短,"short",0,2012-07-22 14:51:48,"*Darts* is a game which *Mr. Bean* plays very badly because he is so short."
1443,豊,"bountiful",0,2012-07-22 14:52:10,"The feast was so bountiful that it *bent* the *table* below it under its weight! いただきま〜す！"
1444,鼓,"drum",0,2012-07-22 14:53:12,"*Mr. Bean* tries to play drums with *10* different *branches* he found on the ground."
1445,喜,"rejoice",0,2012-07-22 14:53:42,"*Ten*  *beans* in my *mouth*!  I was starving so this small meal is enough for me to rejoice!"
1446,樹,"timber-trees",0,2020-10-23 04:23:10,"The hippies object to *trees* (*{木}*) being cut down for timber.  They are beating their *drums* (*{壴}*) and have *glued* themselves to the timber-trees. (Note: *{尌}*)."
1447,皿,"dish",0,2012-07-22 14:54:48,"three dishes stacked side-by-side in a dishwasher"
1448,血,"blood",0,2012-07-22 14:55:40,"you cut yourself washing a {1447}: drop of blood"
1449,盆,"basin",0,2020-10-27 16:33:16,"The *part* (*{分}*) of the kitchen sink in which you wash *dishes* (*{皿}*) in is the basin."
1450,盟,"alliance",0,2012-07-22 14:56:12,"(re: Raichu) An undercover alliance between Japan (the *sun* on its flag) and Turkey (the *moon* on its flag)  detected by a surveillance satellite *dish*. http://search.japantimes.co.jp/cgi-bin/nn20100126a3.html"
1451,盗,"steal",0,2019-08-21 03:50:57,"you are so poor you don't know where your *next* (*{次}*) *dish* (*{皿}*) will come from all you know is that you will have to steal it."
1452,温,"warm",0,2020-10-15 18:04:27,"If you leave *water* (⺡) out in the *sun* (*{日}*) in a *dish* (*{皿}*), naturally it will get *warm*."
1453,監,"oversee",0,2012-07-22 15:50:57,"The slavetrader #oversees# the slaves washing *dishes* in the kitchen. No *reclining* on the *floor*!"
1454,濫,"overflow",0,2012-07-23 16:57:35,"Whose job is it to *{1453}* the water level on the dam?  It's overflowing!"
1455,鑑,"specimen",0,2012-07-22 15:51:36,"The *overseer* tags his slaves with *gold* earrings, just like #specimens#."
1456,猛,"fierce",0,2012-07-23 16:58:51,"The fierce WILD DOG attacked the *child* who came near his feeding *{1447}*."
1457,盛,"boom",0,2020-10-27 13:12:04,"Japan's economic boom has made empty *dishes* (*{頭}*) *turn into* (*{成}*) full ones."
1458,塩,"salt",0,2012-07-23 17:52:45,"in the old days, salt was a worth a lot, so it is not surprising to find someone *reclining* on the *ground*, *mouth* to *plate*, getting every last grain of that delicious salt."
1459,銀,"silver",0,2012-07-22 15:53:34,"Like *gold*, *silver* is a *metal*."
1460,恨,"resentment",0,2012-07-22 15:53:51,"The athlete's *state of mind* is nothing but resentment after getting the *silver* medal."
1461,根,"root",0,2012-07-22 15:54:02,"Since trees eat through their roots, one could imagine roots as *tree silver*ware."
1462,即,"instant",0,2022-08-14 08:06:35,"he scratches off the *bright-silver* (*{艮}*) *postage stamp* (*{卩}*) and discovers that he is an instant winner"
1463,爵,"baron",0,2012-07-23 17:11:49,"A *vulture* stole the #baron#'s *eye* in the war, but now he has a *bright-silver* coin *glued* in the socket instead."
1464,節,"node",0,2015-06-23 14:53:24,"Counting the nodes on *bamboo* is an *instant* (*{即}*) way to tell how old it is."
1465,退,"retreat",0,2012-07-22 15:55:35,"you see a huge army of people in silver armour on the road so you retreat"
1466,限,"limit",0,2012-07-22 15:55:49,"The speed #limit# at *The Pinnacle* is posted on *silver* signs."
1467,眼,"eyeball",0,2023-06-15 09:38:40,"T-1000.
http://clicknothing.typepad.com/Images_Posts_2006/T1000.jpg
Parts: *eye* (*{目}*) and *bright-silver* (*{艮}*)."
1468,良,"good",0,2012-07-22 15:57:20,"with a *drop* of *silver*, the forces of good can vanquish werewolves."
1469,朗,"melodious",0,2012-07-23 17:12:43,"Many *very-{1468}* composers (like Ludwig van Beethoven) have been inspire by the *moon* to write something melodious."
1470,浪,"wandering",0,2020-10-27 13:02:31,"*Water* (*{氵}*) is a *good* (*{良}*) thing to have when you're out wandering."
1471,娘,"daughter",0,2012-07-22 15:59:16,"your daughter is a *girl* that is *{1468}* ......well, let's hope so... :-)"
1472,食,"eat",0,2012-07-22 15:59:32,"That *umbrella* looks *{1468}* enough to eat!"
1473,飯,"meal",0,2020-10-29 10:19:22,"*{飠}* a real meal: I am *anti* (*{反}*) fast-food."
1474,飲,"drink",1,2020-02-09 06:40:33,"If something to *eat* (*{食}*) is what you *lack* (*{欠}*), drink something to keep you going."
1475,飢,"hungry",0,2012-07-22 16:02:13,"The smell of something to *{1472}* wafts past you in the *wind*, making your stomach rumble and you feel hungry."
1476,餓,"starve",0,2016-09-24 14:26:28,"All those models who starve in Hollywood - they want to *eat* (*{食}*), but their *ego* (*{我}*) won't let them!"
1477,飾,"decorate",0,2012-07-28 16:37:16,"[decorate; ornament; adorn; embellish]

 We #decorate# a table before we *eat*, *reclining* a *towel* over it."
1478,館,"Bldg.",0,2012-07-23 17:55:50,"*eat* in this #building# you say to the *bureauocrat*."
1479,養,"foster",0,2020-09-18 03:34:58,"You foster (""promote the growth of"") your *sheep* (*{羊}*) so you can  *eat* (*{食}*) them."
1480,飽,"sated",0,2012-07-23 17:57:21,"I *eat* until I am sated, then I *wrap up* whatever is left in a doggy bag."
1481,既,"previously",0,2022-08-25 15:14:22,"previously, we left some *silver* (*{艮}*) on the table for the *waitress* (*{旡}*)."
1482,概,"outline",0,2013-07-30 14:50:35,"some restaurants use *wooden* signs, *{1481}*, to outline the amount of *bright silver* one should leave for the *waitress*"
1483,慨,"rue",0,2012-07-27 17:43:23,"State of mind + *{1481}*: To rue something is to let your *state of mind* be ruled by whatever *previously* happened."
1484,平,"even",0,2012-07-23 17:59:34,"Even if Heisig showed me in person, I still wouldn't believe that this is a *water lily*. I don't get it."
1485,呼,"call",0,2012-07-23 18:00:29,"I'm a lazy fisher, so I genetically engineered a *lilly pad* with a *fishing hook at the stem* and a *mouth* to call me whenever it catches something."
1486,坪,"two-mat area",0,2012-07-23 18:00:38,"a two-mat area is just about as much *ground* as you will need for a *lily* pond"
1487,評,"evaluate",0,2012-07-23 18:00:48,"Good #evaluation# should always be *words* of *even* fairness."
1488,刈,"reap",0,2024-06-14 17:05:12,"*X* marks the spot where you sweep your *sabre* (*{刂}*) to reap the harvest."
1489,希,"hope",0,2012-07-23 18:02:09,"Wolverine (sheaf, see {1488}) hopes they invent linen sheets that he won't keep shredding in his sleep."
1490,凶,"villain",0,2012-07-23 18:02:40,"Wolverine (sheaf, see {1488}) takes out a villain who can't be cut by smacking him with a *shovel*."
1491,胸,"bosom",0,2012-07-23 18:03:07,"Bosom is a Flesh part that should be bound up lest it provoke villian thoughts"
1492,離,"detach",0,2012-07-23 18:03:53,"I'm surprised no one has worked Oddjob, the *villain* from the James Bond movie, Goldfinger into their stories.  He's the big oriental guy that killed people by throwing his *top hat* at them.  He practises his technique on turkeys, detaching their heads in the process.  Being an assassin, he can also kill people by garroting them with his *belt* or smashing them with his *elbows*."
1493,殺,"kill",0,2012-07-23 18:04:11,"Wolverine (sheaf, see {1488}) leaps over a tree and with one swipe of his claws kills a bad guy aiming a missle launcher."
1494,純,"genuine",0,2012-07-23 18:04:42,"Primitive *earthworm*: Drops of rain were falling so I took my shovel to dig up some earthworms to put them on my fishhook*.*

///

*Earthworm Jim*'s prized possession is a genuine copy of the #1 issue of *Spider-Man*. And oddly enough, *Spider-Man*'s most prized possession is a genuine first edition of *Earthworm Jim*."
1495,鈍,"dull",0,2012-08-28 13:28:42,"The *metal* hook is too dull even to pierce an earthworm...."
1496,辛,"spicy",0,2020-10-27 19:13:49,"Eating spicy food makes you *stand up* (*{立}*) *ten* (*{十}*) times faster than usual, 'cause you just need to get something to drink!"
1497,辞,"resign",0,2012-07-23 18:05:17,"This guy's job is tasting the *spicy curry* at the local Indian Food Factory. He has to resign from his job before his *tongue* is rendered completely useless after all the spicy food that he has to try all day long..."
1498,梓,"catalpa",0,2012-07-23 18:05:36,"The CATALPA is the tree that bears the SPICY Indian bean (NOTE - The Catalpa is also known as the ""Indian Bean"" due to the bean pods that grow from it)."
1499,宰,"superintend",0,2012-07-23 18:05:55,"Superintendant Chalmers is dining at Principal Skinner's *house*. He takes a bite of his meal which is unbelievably *spicy*. His wig pops off and he yells out: ""SKINNERRR!"""
1500,壁,"wall",0,2012-07-23 18:06:18,"Primitive for #Ketchup#: When the taste is too *spicy* your *mouth* has basically given up trying to handle it ..or in other words raised the white *flag* of surrender. But unlike war , putting #Ketchup# on it will usually solve the problem.  #Wall#(dingomick); Did anyone else used to put ketchup packets on the *ground* and jump on them so they spattered on the wall?"
1501,避,"evade",0,2012-07-24 15:12:30,"You can try and evade them, but they'll ""ketchup"" with you on the road...

(Sorry, couldn't resist it)."
1502,新,"new",0,2022-08-12 17:05:54,"(I don't like the 'red pepper plant' primitive so I just go for *standing atop a tree*). Here we have the woodcutter *standing atop a tree* waving his brand new *axe* (*{斤}*). ""Look what I got for Christmas, yippee!"""
1503,薪,"firewood",0,2012-07-23 18:28:49,"If your firewood still has *flowers* on it, it is *{1502}* and is unsuitable for burning. You need drier wood."
1504,親,"parent",0,2012-07-23 18:29:09,"I remember this one the way the Japanese do: a parent *standing* on top of a *tree* *watching* what his or her kid is doing."
1505,幸,"happiness",0,2022-11-24 17:02:31,"#Happiness# is the *one* (*{一}*) bite of *spicy* (*{辛}*) curry."
1506,執,"tenacious",0,2015-09-11 17:40:31,"If you are tenacious about finding *happiness* (*{幸}*), you will become well *round*ed (*{丸}*)"
1507,報,"report",0,2020-12-01 03:57:14,"Recall the fashion model wearing just a *stamp* (*{卩}*) over his *crotch* ({服}). When he got *happy* (*{幸}*), of course, it ended up in the news report."
1508,叫,"shout",0,2012-08-02 15:56:41,"There was a man in a village who had a special gift: whenever he shouted and screamed, his *mouth* became a *cornucopia*, overflowing with fruits and food of all sorts. Many of the locals thought he was a cruel man, always screaming at his wife, until they realised he was in fact very kind, and his gift brought prosperity to his family."
1509,糾,"twist",0,2012-07-24 15:14:50,"a Pepsi promotion where you twist off the cap to find pictures of your favorite heroes like *Spider-Man* or members of the *Fantastic Four*"
1510,収,"income",0,2021-02-16 03:29:16,"Women love men with money. If you have a high income you can  get a *cornucopia* (*{丩}*) of crotches"
1511,卑,"lowly",0,2020-09-25 06:57:25,"A LOWLY single rice grain, DROPPED in an empty *RICE FIELD* (*{田}*), can produce a CORNUCOPIA of food"
1512,碑,"tombstone",0,2017-07-14 04:57:00,"A simple *stone* (*{石}*) marks the grave of a *lowly* (*{卑}*) man."
1513,陸,"land",0,2015-09-20 16:49:46,"The land around *The Pinnacle* has *mushrooms* covering the *soil* (*{土}*).  

(圥 is the rare kanji for a *mushroom* (*{茸}*). Sticking out of the *soil* (*{土}*) like little knobbly *legs*, it's pretty easy to remember)."
1514,睦,"intimate",0,2013-05-07 11:10:46,"I keep an intimate relationship with my *rice seedlings* -- I never take my *eye* from the *soil*."
1515,勢,"forces",0,2012-07-24 15:58:03,"{1513} The *rice-seedlings* still stuck in the *soil* gather *round* in a circle.  Their combined *power* forces them out of the ground at last."
1516,熱,"heat",0,2024-04-22 16:11:16,"{陸} The *rice-seedlings* (*{圥}*)  (newly freed from the ground but with *soil* (*{土}*) still clinging to their roots) gather in a circle *round* (*{丸}*) an *oven fire* (*{灬}*).  They need to heat up prior to their journey (presumably plants can't walk if they're too cold?)"
1517,菱,"diamond",0,2012-10-15 15:11:28,"Some girls want diamonds, but others will be satisfied with just *flowers*. However if you think you can win her over with *rice seedlings*, expect her to get up on her *walking legs* and walk on out!"
1518,陵,"mausoleum",0,2012-07-24 15:19:01,"{1513} However, the *pinnacle* that the *rice-seedlings* finally reach with the use of their *walking legs* turns out not to be the Promised Land after all, but simply a mausoleum (containing many dead rice-seedlings exhausted from previous quests?).  Oh no!"
1519,亥,"sign of the hog",0,2020-10-25 12:06:39,"For those of you who have read the book ""Animal Farm"".  A sure sign that the leading hog has been corrupted is that he's starts wearing *top hats* (*{亠}*), contributes very little *elbow* grease and is acting like a lazy human *person*."
1520,核,"nucleus",0,2012-07-24 15:41:05,"Ernest Rutherford discovered the Nucleus. Picture him sitting under a *tree* pondering atoms, after an *acorn* falls on him he suddenly understands that each atom has a nucleus."
1521,刻,"engrave",0,2020-10-25 12:03:25,"While it's traditional for lovers to engrave their names on a tree in many countries, in Japan, however, it was traditional for a samurai to signify his undying love for a woman by engraving the kanji of her name on an *acorn* (*{亥}*) with his *sabre* (*{刂}*)."
1522,該,"above-stated",0,2012-07-24 15:21:10,"I asked my teacher what this strange *word* meant, and she furiously replied that it was explained in the above-stated paragraph before throwing an *acorn* at me!"
1523,劾,"censure",0,2012-07-24 15:39:29,"The activist group known as *ACORN* has been censured for their misuse of *power*."
1524,述,"mention",0,2020-11-24 03:11:18,"Why didn't you  #mention# that there was *resin* (*{术}*) on the *road* (⻌). Now I'm stuck!"
1525,術,"art",0,2012-07-24 15:23:07,"Behold the ""Boulev'Art"" : a life-size section of a *boulevard* cast in a huge block of *resin*. Some call it ... art."
1526,寒,"cold",0,2012-07-24 15:23:25,"A cold lunch: in the *house*, *celery*, pre cooked *animal legs* (i.e. chicken drumsticks) and *ice* tea."
1527,醸,"brew",0,2012-07-24 15:24:09,"On the troical island of JOU, they brew *whiskey* while wearing *grass skirts* (top hats and scarves too). (Image: the strangely dresses islanders stirring a pot of brew. Careful {1430})."
1528,譲,"defer",0,2012-07-24 15:50:18,"A graduate student in anthropology tells the University that he plans to defer his studies for a year, and instead conduct ""field research"" on the *grass-skirt*-wearing native women on the island of Jou."
1529,壌,"lot",0,2014-09-29 07:02:43,"My dream is to buy a small lot on a tropical island and spend the rest of my days relaxing in a *grass skirt*."
1530,嬢,"lass",0,2012-07-24 15:24:55,"Conversation at a party: A: ""Who is that lass?"" B: ""Which one?"" A: ""The *woman* wearing the *grass skirt*."" B: ""Alas, I don't know"""
1531,毒,"poison",0,2012-07-24 15:47:19,"For *grow up* I will be using the idea of *Peter Pan* the boy who did anything but grow up.  Have you ever wondered what happened to *Peter Pan's* mother?  My guess is he poisoned her."
1532,素,"elementary",0,2012-07-24 15:45:51,"Elementary my dear Watson! Peter Parker *grew up* to become *Spiderman*!"
1533,麦,"barley",0,2012-07-08 05:28:59,"If you eat lots of barley, you'll *grow up* to have strong *walking legs*."
1534,青,"blue",0,2012-07-08 05:29:16,"""Once in a blue *moon*"" refers to a rare event. But originally ""blue moon"" refers to a full moon, in other words a fully *grown-up* moon. Whether once a month is rare or not depends on what we're talking about, but that happens to be the origin of the expression."
1535,精,"refined",0,2020-06-26 02:43:15,"before *rice* (*{米}*) is refined, it is actually *blue* (*{青}*)."
1536,請,"solicit",0,2013-01-23 16:17:58,"There's a big sign on my front door, and the *words* clearly say ""No Soliciting"". So that door-to-door salesman can stand outside ringing my doorbell until he's *{1534}* in the face."
1537,情,"feelings",0,2016-01-02 15:20:23,"When your *state of mind* is dominated by your feelings, you feel *blue* (*{青}*)."
1538,晴,"clear up",0,2016-05-27 08:16:25,"*Sun* and *blue* (*{青}*) sky! Yep, the weather's cleared up!"
1539,清,"pure",0,2020-11-04 08:37:35,"Pure sea *water* (*{氵}*) is always a radiant *blue* (*{青}*)."
1540,静,"quiet",0,2020-06-03 06:56:48,"When someone you know who is normally talkative goes quiet, it's usually a sign that it's the *blues* (*{青}*) that they are *contending* (*{争}*) with."
1541,責,"blame",0,2012-07-24 15:28:11,"As one *grows up*, one typically starts to blame all of ones problems on *money*."
1542,績,"exploits",0,2012-07-24 15:28:30,"*Spidey'*s exploits are world famous but still The Daily Bugle's pages *{1541}* him for every problem out there."
